Employee_ID,Job_ID,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year
1329,19,99000,53041.23,11962,Not Provided,164003.23,164003.23,2011
1330,125,163929.74,0,65,Not Provided,163994.74,163994.74,2011
1331,40,112380.71,15378.03,36228.44,Not Provided,163987.18,163987.18,2011
1332,40,111663.34,5659.21,46662.54,Not Provided,163985.09,163985.09,2011
1333,126,144258.69,0,19701.59,Not Provided,163960.28,163960.28,2011
1334,34,163929.86,0,0,Not Provided,163929.86,163929.86,2011
1335,34,163929.83,0,0,Not Provided,163929.83,163929.83,2011
1336,125,163929.78,0,0,Not Provided,163929.78,163929.78,2011
1337,106,163929.76,0,0,Not Provided,163929.76,163929.76,2011
1338,34,163929.74,0,0,Not Provided,163929.74,163929.74,2011
1339,106,163929.74,0,0,Not Provided,163929.74,163929.74,2011
1340,34,163929.74,0,0,Not Provided,163929.74,163929.74,2011
1341,125,163929.74,0,0,Not Provided,163929.74,163929.74,2011
1342,84,101947.66,54830.13,7119.73,Not Provided,163897.52,163897.52,2011
1343,15,127886.02,25393.97,10590.15,Not Provided,163870.14,163870.14,2011
1344,67,163845,0,0,Not Provided,163845,163845,2011
1345,32,156027.31,0,7801.52,Not Provided,163828.83,163828.83,2011
1346,104,107023.2,54599.32,2202,Not Provided,163824.52,163824.52,2011
1347,127,123170.03,8049.95,32588.5,Not Provided,163808.48,163808.48,2011
1348,88,163806.21,0,0,Not Provided,163806.21,163806.21,2011
1349,40,112421.45,33142.82,18240.56,Not Provided,163804.83,163804.83,2011
1350,21,149050.73,8430.59,6312.79,Not Provided,163794.11,163794.11,2011
1351,22,105934.7,40386.98,17468.79,Not Provided,163790.47,163790.47,2011
1352,88,163785.49,0,0,Not Provided,163785.49,163785.49,2011
1353,106,163768.65,0,0,Not Provided,163768.65,163768.65,2011
1354,58,123192.16,29220.92,11341.21,Not Provided,163754.29,163754.29,2011
1355,110,136501.28,0,27240.51,Not Provided,163741.79,163741.79,2011
1356,40,117262.93,19565.41,26910.77,Not Provided,163739.11,163739.11,2011
1357,15,127203,18430.17,18076.91,Not Provided,163710.08,163710.08,2011
1358,22,105934.65,35578.6,22195.54,Not Provided,163708.79,163708.79,2011
1359,18,130481.59,11289.53,21923.35,Not Provided,163694.47,163694.47,2011
1360,47,133647.74,12325.08,17721.22,Not Provided,163694.04,163694.04,2011
1361,86,159821.08,0,3865,Not Provided,163686.08,163686.08,2011
1362,91,140865.17,15149.02,7671.15,Not Provided,163685.34,163685.34,2011
1363,67,159693.53,0,3928.81,Not Provided,163622.34,163622.34,2011
1364,67,159693.52,0,3928.82,Not Provided,163622.34,163622.34,2011
1365,25,123105,25091.89,15424.82,Not Provided,163621.71,163621.71,2011
1366,33,140546.87,11519.03,11551.58,Not Provided,163617.48,163617.48,2011
1367,88,162249.88,0,1349.98,Not Provided,163599.86,163599.86,2011
1368,67,163574.51,0,0,Not Provided,163574.51,163574.51,2011
1369,88,163573.5,0,0,Not Provided,163573.5,163573.5,2011
1370,15,127886,11934.4,23748.72,Not Provided,163569.12,163569.12,2011
1371,33,122404.96,25873.52,15277.85,Not Provided,163556.33,163556.33,2011
1372,94,162441.05,0,1110,Not Provided,163551.05,163551.05,2011
1373,94,162441.04,0,1100,Not Provided,163541.04,163541.04,2011
1374,88,163538.6,0,0,Not Provided,163538.6,163538.6,2011
1375,77,163451.6,0,0,Not Provided,163451.6,163451.6,2011
1376,77,163451.59,0,0,Not Provided,163451.59,163451.59,2011
1377,88,163438.13,0,0,Not Provided,163438.13,163438.13,2011
1378,128,127677.6,0,35737.48,Not Provided,163415.08,163415.08,2011
1379,35,89416.8,64762,9225.58,Not Provided,163404.38,163404.38,2011
1380,48,86840,64338.09,12204.65,Not Provided,163382.74,163382.74,2011
1381,129,126984,7912.08,28484.68,Not Provided,163380.76,163380.76,2011
1382,77,163346.8,0,0,Not Provided,163346.8,163346.8,2011
1383,25,123105.03,32328.06,7877.31,Not Provided,163310.4,163310.4,2011
1384,33,122404.99,25622.57,15277.87,Not Provided,163305.43,163305.43,2011
1385,21,149044.62,12362.15,1896.71,Not Provided,163303.48,163303.48,2011
1386,34,163285.14,0,0,Not Provided,163285.14,163285.14,2011
1387,129,126984,8754.56,27528.98,Not Provided,163267.54,163267.54,2011
1388,22,101989.63,50187.14,11058.6,Not Provided,163235.37,163235.37,2011
1389,91,159457.26,0,3769.78,Not Provided,163227.04,163227.04,2011
1390,130,124568.32,16171.43,22452.04,Not Provided,163191.79,163191.79,2011
1391,128,127677.6,0,35504.21,Not Provided,163181.81,163181.81,2011
1392,47,130505,11418.4,21252.58,Not Provided,163175.98,163175.98,2011
1393,88,163155.51,0,0,Not Provided,163155.51,163155.51,2011
1394,35,88400.7,72630.66,2096.76,Not Provided,163128.12,163128.12,2011
1395,129,126393.65,14998.89,21725.5,Not Provided,163118.04,163118.04,2011
1396,131,160529.83,0,2568.82,Not Provided,163098.65,163098.65,2011
1397,25,123104.98,24626.67,15365.2,Not Provided,163096.85,163096.85,2011
1398,110,160529.74,0,2562.78,Not Provided,163092.52,163092.52,2011
1399,15,140546.88,5515.69,17021.65,Not Provided,163084.22,163084.22,2011
1400,22,105934.64,39391.58,17755.74,Not Provided,163081.96,163081.96,2011
1401,47,130457.41,3204.78,29381.46,Not Provided,163043.65,163043.65,2011
1402,35,85270.03,69910.69,7805.2,Not Provided,162985.92,162985.92,2011
1403,22,105934.66,46635.39,10402.13,Not Provided,162972.18,162972.18,2011
1404,69,103290.56,53734.69,5945.56,Not Provided,162970.81,162970.81,2011
1405,22,105934.67,48991.79,8039.52,Not Provided,162965.98,162965.98,2011
1406,117,160209.96,0,2751.72,Not Provided,162961.68,162961.68,2011
1407,50,77580.4,78026.28,7345.64,Not Provided,162952.32,162952.32,2011
1408,88,162944.57,0,0,Not Provided,162944.57,162944.57,2011
1409,25,123105.02,24074.83,15743.89,Not Provided,162923.74,162923.74,2011
1410,86,162323.39,0,576,Not Provided,162899.39,162899.39,2011
1411,33,122405,25212.88,15277.84,Not Provided,162895.72,162895.72,2011
1412,22,115873.07,27287.4,19725.39,Not Provided,162885.86,162885.86,2011
1413,77,162857.57,0,0,Not Provided,162857.57,162857.57,2011
1414,77,162857.56,0,0,Not Provided,162857.56,162857.56,2011
1415,58,123192.2,30298.13,9361.82,Not Provided,162852.15,162852.15,2011
1416,77,162808.88,0,0,Not Provided,162808.88,162808.88,2011
1417,40,112421.44,24554.06,25831.46,Not Provided,162806.96,162806.96,2011
1418,22,105934.65,39005.39,17825.42,Not Provided,162765.46,162765.46,2011
1419,91,162514,0,250,Not Provided,162764,162764,2011
1420,40,112421.45,2763.35,47538.29,Not Provided,162723.09,162723.09,2011
1421,35,89416.8,61660.88,11644.54,Not Provided,162722.22,162722.22,2011
1422,88,162699.26,0,0,Not Provided,162699.26,162699.26,2011
1423,40,112421.45,12145.84,38115.14,Not Provided,162682.43,162682.43,2011
1424,21,134074.15,27608.58,948.65,Not Provided,162631.38,162631.38,2011
1425,18,130481.59,27512.14,4624.97,Not Provided,162618.7,162618.7,2011
1426,15,146649.31,0,15922.37,Not Provided,162571.68,162571.68,2011
1427,22,105934.64,39262.92,17364.43,Not Provided,162561.99,162561.99,2011
1428,33,122007.76,25287.68,15261.99,Not Provided,162557.43,162557.43,2011
1429,18,130457.94,11872.39,20224.33,Not Provided,162554.66,162554.66,2011
1430,67,162527.43,0,0,Not Provided,162527.43,162527.43,2011
1431,107,162240.46,0,250,Not Provided,162490.46,162490.46,2011
1432,49,145321.6,0,17157.03,Not Provided,162478.63,162478.63,2011
1433,68,133387.55,28189.08,895.26,Not Provided,162471.89,162471.89,2011
1434,129,123921.07,14954.69,23572.8,Not Provided,162448.56,162448.56,2011
1435,94,162441.06,0,0,Not Provided,162441.06,162441.06,2011
1436,94,162441.03,0,0,Not Provided,162441.03,162441.03,2011
1437,94,162441.03,0,0,Not Provided,162441.03,162441.03,2011
1438,94,162441.01,0,0,Not Provided,162441.01,162441.01,2011
1439,94,162441.01,0,0,Not Provided,162441.01,162441.01,2011
1440,94,162441,0,0,Not Provided,162441,162441,2011
1441,39,157858.05,0,4570.77,Not Provided,162428.82,162428.82,2011
1442,22,105934.65,36751.61,19706.49,Not Provided,162392.75,162392.75,2011
1443,40,112421.44,28437.14,21492.18,Not Provided,162350.76,162350.76,2011
1444,33,122404.99,31990.05,7933.51,Not Provided,162328.55,162328.55,2011
1445,21,149045.04,10371.82,2910.47,Not Provided,162327.33,162327.33,2011
1446,22,105934.67,39036.89,17351.26,Not Provided,162322.82,162322.82,2011
1447,18,130481.55,21374.34,10465.24,Not Provided,162321.13,162321.13,2011
1448,22,105934.67,36024.66,20341.79,Not Provided,162301.12,162301.12,2011
1449,47,130476.39,26997.19,4786.04,Not Provided,162259.62,162259.62,2011
1450,129,126984,8846.13,26369.31,Not Provided,162199.44,162199.44,2011
1451,129,126984,8791.2,26415.41,Not Provided,162190.61,162190.61,2011
1452,18,130457.96,17022.68,14697.87,Not Provided,162178.51,162178.51,2011
1453,57,101345.76,25911.4,34916.62,Not Provided,162173.78,162173.78,2011
1454,49,151554,0,10608.78,Not Provided,162162.78,162162.78,2011
1455,57,114937.1,13579.72,33619.53,Not Provided,162136.35,162136.35,2011
1456,86,158087.51,0,4048.67,Not Provided,162136.18,162136.18,2011
1457,21,62712.06,27744.77,71656.45,Not Provided,162113.28,162113.28,2011
1458,22,105934.65,38431.22,17734.28,Not Provided,162100.15,162100.15,2011
1459,40,112421.43,42249.54,7403.2,Not Provided,162074.17,162074.17,2011
1460,79,75291.37,77109.94,9667.69,Not Provided,162069,162069,2011
1461,132,97758.37,4190.08,60046.38,Not Provided,161994.83,161994.83,2011
1462,88,158751.73,0,3175.82,Not Provided,161927.55,161927.55,2011
1463,47,130481.51,9901.34,21530.54,Not Provided,161913.39,161913.39,2011
1464,22,78100.39,21259.97,62488.59,Not Provided,161848.95,161848.95,2011
1465,47,130457.87,29381.19,1900.57,Not Provided,161739.63,161739.63,2011
1466,40,112421.41,9157.83,40149.71,Not Provided,161728.95,161728.95,2011
1467,21,149023.9,0,12702.02,Not Provided,161725.92,161725.92,2011
1468,6,92782.63,52252.02,16686.23,Not Provided,161720.88,161720.88,2011
1469,25,123105,22863.67,15723.68,Not Provided,161692.35,161692.35,2011
1470,33,122404.98,17608.45,21665.46,Not Provided,161678.89,161678.89,2011
1471,114,156916.91,0,4733.85,Not Provided,161650.76,161650.76,2011
1472,65,126952.57,10454.58,24235.48,Not Provided,161642.63,161642.63,2011
1473,70,161636.03,0,0,Not Provided,161636.03,161636.03,2011
1474,91,143742.18,9629.56,8233.62,Not Provided,161605.36,161605.36,2011
1475,18,49340,23771.27,88476.88,Not Provided,161588.15,161588.15,2011
1476,49,150940.19,0,10615.19,Not Provided,161555.38,161555.38,2011
1477,22,105934.66,30207.77,25393.45,Not Provided,161535.88,161535.88,2011
1478,57,110242.93,9443.76,41750.39,Not Provided,161437.08,161437.08,2011
1479,22,105934.64,43702.57,11797.16,Not Provided,161434.37,161434.37,2011
1480,133,159737.96,0,1650,Not Provided,161387.96,161387.96,2011
1481,40,112421.44,16508.53,32456.89,Not Provided,161386.86,161386.86,2011
1482,36,126968.08,650.98,33766.97,Not Provided,161386.03,161386.03,2011
1483,88,161361.81,0,0,Not Provided,161361.81,161361.81,2011
1484,56,106065.17,11960.42,43327.55,Not Provided,161353.14,161353.14,2011
1485,22,110638.65,32815.84,17862.76,Not Provided,161317.25,161317.25,2011
1486,21,148909.65,9822.74,2563.88,Not Provided,161296.27,161296.27,2011
1487,21,149023.93,4506.29,7765.49,Not Provided,161295.71,161295.71,2011
1488,25,135314.45,5927.55,20020.93,Not Provided,161262.93,161262.93,2011
1489,93,161254.64,0,0,Not Provided,161254.64,161254.64,2011
1490,133,159737.99,0,1500,Not Provided,161237.99,161237.99,2011
1491,77,161219.01,0,0,Not Provided,161219.01,161219.01,2011
1492,21,149050.77,8029.59,4137.52,Not Provided,161217.88,161217.88,2011
1493,129,127477.29,3626.36,30105.51,Not Provided,161209.16,161209.16,2011
1494,21,146125.06,8747.4,6327.53,Not Provided,161199.99,161199.99,2011
1495,22,105934.66,37231.07,17975.98,Not Provided,161141.71,161141.71,2011
1496,21,149050.55,5482.91,6599.29,Not Provided,161132.75,161132.75,2011
1497,25,123105,21371.42,16650.25,Not Provided,161126.67,161126.67,2011
1498,13,141621.16,1110.45,18360.34,Not Provided,161091.95,161091.95,2011
1499,49,161044,0,0,Not Provided,161044,161044,2011
1500,49,161031.61,0,0,Not Provided,161031.61,161031.61,2011
1501,106,154858.96,0,6167.87,Not Provided,161026.83,161026.83,2011
1502,57,113225.29,19975.15,27801.57,Not Provided,161002.01,161002.01,2011
1503,22,105934.66,29025.2,26021.87,Not Provided,160981.73,160981.73,2011
1504,67,160928.82,0,0,Not Provided,160928.82,160928.82,2011
1505,14,153902.71,0,7019.05,Not Provided,160921.76,160921.76,2011
1506,47,130481.47,22400.73,8039.47,Not Provided,160921.67,160921.67,2011
1507,91,159457.92,0,1425,Not Provided,160882.92,160882.92,2011
1508,40,112416.8,7504.39,40874.41,Not Provided,160795.6,160795.6,2011
1509,22,105934.7,40475.47,14363.88,Not Provided,160774.05,160774.05,2011
1510,21,149104.13,6789.18,4879.59,Not Provided,160772.9,160772.9,2011
1511,40,112155.05,39692.49,8888.06,Not Provided,160735.6,160735.6,2011
1512,77,160725.5,0,0,Not Provided,160725.5,160725.5,2011
1513,22,104154.6,41649.28,14907.34,Not Provided,160711.22,160711.22,2011
1514,107,156306.93,502.02,3859.56,Not Provided,160668.51,160668.51,2011
1515,56,106065.18,15781.31,38819.42,Not Provided,160665.91,160665.91,2011
1516,129,126984,7362.66,26302.35,Not Provided,160649.01,160649.01,2011
1517,129,126922.95,8791.2,24911.77,Not Provided,160625.92,160625.92,2011
1518,57,109729.2,21925.24,28965.15,Not Provided,160619.59,160619.59,2011
1519,49,146006.09,0,14600.63,Not Provided,160606.72,160606.72,2011
1520,67,160598.73,0,0,Not Provided,160598.73,160598.73,2011
1521,67,160598.72,0,0,Not Provided,160598.72,160598.72,2011
1522,67,160598.71,0,0,Not Provided,160598.71,160598.71,2011
1523,22,105934.69,29980.47,24680.94,Not Provided,160596.1,160596.1,2011
1524,22,115295.02,30791.55,14508.66,Not Provided,160595.23,160595.23,2011
1525,22,126873.14,511.56,33199.08,Not Provided,160583.78,160583.78,2011
1526,18,49340.01,30756.63,80440.06,Not Provided,160536.7,160536.7,2011
1527,134,130871.01,0,29659.44,Not Provided,160530.45,160530.45,2011
1528,88,160480.9,0,0,Not Provided,160480.9,160480.9,2011
1529,47,130481.51,22176.16,7814.1,Not Provided,160471.77,160471.77,2011
1530,110,160468.7,0,0,Not Provided,160468.7,160468.7,2011
1531,66,107690.63,0,52762.5,Not Provided,160453.13,160453.13,2011
1532,22,105934.64,36221.51,18289.41,Not Provided,160445.56,160445.56,2011
1533,33,132474.12,18629.17,9333.84,Not Provided,160437.13,160437.13,2011
1534,125,160415.66,0,0,Not Provided,160415.66,160415.66,2011
1535,21,149990.75,7368.26,3056.16,Not Provided,160415.17,160415.17,2011
1536,33,127969.56,22014.16,10400.02,Not Provided,160383.74,160383.74,2011
1537,33,122404.99,23897.35,14055.78,Not Provided,160358.12,160358.12,2011
1538,22,105934.66,37086.47,17305.98,Not Provided,160327.11,160327.11,2011
1539,33,122404.99,23674.87,14189.67,Not Provided,160269.53,160269.53,2011
1540,135,160257.08,0,0,Not Provided,160257.08,160257.08,2011
1541,91,146186.13,5044.44,9024.61,Not Provided,160255.18,160255.18,2011
1542,91,147766.97,8141.55,4299.82,Not Provided,160208.34,160208.34,2011
1543,40,111499.51,12068.14,36620.48,Not Provided,160188.13,160188.13,2011
1544,25,120798.63,24298.56,15076.89,Not Provided,160174.08,160174.08,2011
1545,50,77580.4,74019.99,8495.82,Not Provided,160096.21,160096.21,2011
1546,40,110880.9,4928.66,44283.61,Not Provided,160093.17,160093.17,2011
1547,129,121916.96,11935.96,26226.99,Not Provided,160079.91,160079.91,2011
1548,22,105934.65,37752.52,16386.98,Not Provided,160074.15,160074.15,2011
1549,15,31848,31140.37,97031.05,Not Provided,160019.42,160019.42,2011
1550,21,143467.09,7816.3,8691.36,Not Provided,159974.75,159974.75,2011
1551,91,159457.99,0,508.75,Not Provided,159966.74,159966.74,2011
1552,32,139079.51,0,20861.96,Not Provided,159941.47,159941.47,2011
1553,15,140546.9,3949.88,15437.67,Not Provided,159934.45,159934.45,2011
1554,47,130481.56,7419.47,22032.86,Not Provided,159933.89,159933.89,2011
1555,131,157396.59,0,2525.49,Not Provided,159922.08,159922.08,2011
1556,22,105934.67,32071.14,21904.08,Not Provided,159909.89,159909.89,2011
1557,48,86756.61,68004.76,5112.76,Not Provided,159874.13,159874.13,2011
1558,22,105934.68,36462.79,17473.46,Not Provided,159870.93,159870.93,2011
1559,22,104987.85,48182.51,6682.2,Not Provided,159852.56,159852.56,2011
1560,129,124968,8687.52,26183.56,Not Provided,159839.08,159839.08,2011
1561,21,149044.9,5117.89,5660.14,Not Provided,159822.93,159822.93,2011
1562,50,70670.96,62098.79,27047.79,Not Provided,159817.54,159817.54,2011
1563,18,130457.94,9257.55,20090.47,Not Provided,159805.96,159805.96,2011
1564,89,128170.22,17717.63,13918.02,Not Provided,159805.87,159805.87,2011
1565,15,127203.02,19027.03,13556.06,Not Provided,159786.11,159786.11,2011
1566,22,105857.35,38135.73,15791.02,Not Provided,159784.1,159784.1,2011
1567,131,157532.89,0,2231.46,Not Provided,159764.35,159764.35,2011
1568,22,105934.63,35928.44,17868.59,Not Provided,159731.66,159731.66,2011
1569,22,105934.65,36223.91,17565.13,Not Provided,159723.69,159723.69,2011
1570,91,159457.99,0,250,Not Provided,159707.99,159707.99,2011
1571,91,159457.98,0,250,Not Provided,159707.98,159707.98,2011
1572,40,111890.05,20662.03,27145.56,Not Provided,159697.64,159697.64,2011
1573,40,112421.49,12583.72,34690.96,Not Provided,159696.17,159696.17,2011
1574,25,140433.05,10028.89,9226.3,Not Provided,159688.24,159688.24,2011
1575,40,112401.08,11294.21,35992.15,Not Provided,159687.44,159687.44,2011
1576,22,105253.26,35585.84,18832.44,Not Provided,159671.54,159671.54,2011
1577,107,159406.01,0,250,Not Provided,159656.01,159656.01,2011
1578,107,159406,0,250,Not Provided,159656,159656,2011
1579,47,130481.59,13471.01,15687.71,Not Provided,159640.31,159640.31,2011
1580,21,149050.24,4271.63,6275.6,Not Provided,159597.47,159597.47,2011
1581,25,123104.99,11589.81,24863.19,Not Provided,159557.99,159557.99,2011
1582,32,159128.42,0,408.8,Not Provided,159537.22,159537.22,2011
1583,47,130457.94,23750,5279.02,Not Provided,159486.96,159486.96,2011
1584,22,105934.65,35955.13,17568.58,Not Provided,159458.36,159458.36,2011
1585,18,130457.9,27371.96,1577.55,Not Provided,159407.41,159407.41,2011
1586,48,86249.25,62010.44,11146.19,Not Provided,159405.88,159405.88,2011
1587,18,130457.92,19437.51,9510.09,Not Provided,159405.52,159405.52,2011
1588,88,159402.37,0,0,Not Provided,159402.37,159402.37,2011
1589,21,149033.91,8527.94,1811.62,Not Provided,159373.47,159373.47,2011
1590,22,105934.66,31763.39,21658.76,Not Provided,159356.81,159356.81,2011
1591,35,90094.2,63414.81,5847.1,Not Provided,159356.11,159356.11,2011
1592,57,106125.77,24894.01,28335.63,Not Provided,159355.41,159355.41,2011
1593,40,112401.1,4590.88,42346.91,Not Provided,159338.89,159338.89,2011
1594,56,106065.16,14721.43,38550.68,Not Provided,159337.27,159337.27,2011
1595,35,89078.1,66113.15,4142.03,Not Provided,159333.28,159333.28,2011
1596,91,159057.05,0,250,Not Provided,159307.05,159307.05,2011
1597,136,86332.15,61747.92,11149.37,Not Provided,159229.44,159229.44,2011
1598,50,77569,73539.45,8085.15,Not Provided,159193.6,159193.6,2011
1599,40,112401.08,38948.78,7818.05,Not Provided,159167.91,159167.91,2011
1600,21,149050.75,0,10074.61,Not Provided,159125.36,159125.36,2011
1601,88,159117.85,0,0,Not Provided,159117.85,159117.85,2011
1602,13,140546.92,4164.46,14373.91,Not Provided,159085.29,159085.29,2011
1603,33,122404.99,21399.68,15277.83,Not Provided,159082.5,159082.5,2011
1604,40,117303.52,9530.74,32245.9,Not Provided,159080.16,159080.16,2011
1605,22,110806.97,22595.95,25667.2,Not Provided,159070.12,159070.12,2011
1606,39,144582.9,0,14458.29,Not Provided,159041.19,159041.19,2011
1607,47,130481.55,15137.51,13400.13,Not Provided,159019.19,159019.19,2011
1608,22,105934.65,35774.4,17242.6,Not Provided,158951.65,158951.65,2011
1609,40,112421.45,16626.65,29861.53,Not Provided,158909.63,158909.63,2011
1610,33,122404.98,20948.38,15551.52,Not Provided,158904.88,158904.88,2011
1611,47,130481.54,10634.12,17763.73,Not Provided,158879.39,158879.39,2011
1612,15,140546.88,2093.32,16217.31,Not Provided,158857.51,158857.51,2011
1613,40,112421.45,14012.31,32387.62,Not Provided,158821.38,158821.38,2011
1614,49,151553.96,0,7257.48,Not Provided,158811.44,158811.44,2011
1615,25,140433.05,9824.32,8547.74,Not Provided,158805.11,158805.11,2011
1616,33,104661.67,47392.94,6741.46,Not Provided,158796.07,158796.07,2011
1617,32,151174.24,0,7559,Not Provided,158733.24,158733.24,2011
1618,22,105934.64,41133.85,11661.57,Not Provided,158730.06,158730.06,2011
1619,40,44390.4,38987.25,75335.48,Not Provided,158713.13,158713.13,2011
1620,47,130457.91,7656.77,20595.39,Not Provided,158710.07,158710.07,2011
1621,22,105934.66,36091.1,16663.26,Not Provided,158689.02,158689.02,2011
1622,50,77580.4,70358.67,10729.54,Not Provided,158668.61,158668.61,2011
1623,21,149023.2,8181.75,1437.17,Not Provided,158642.12,158642.12,2011
1624,129,126984,7032.96,24623.6,Not Provided,158640.56,158640.56,2011
1625,21,148969.96,3782.18,5881.85,Not Provided,158633.99,158633.99,2011
1626,25,123105,13398.78,22082.96,Not Provided,158586.74,158586.74,2011
1627,50,77580.4,74434.5,6570,Not Provided,158584.9,158584.9,2011
1628,22,105934.68,37774.3,14866.78,Not Provided,158575.76,158575.76,2011
1629,99,140002.84,0,18572.43,Not Provided,158575.27,158575.27,2011
1630,91,156483.22,0,2074.28,Not Provided,158557.5,158557.5,2011
1631,47,130434.29,15768.02,12342.87,Not Provided,158545.18,158545.18,2011
1632,33,122405,24473.67,11661.38,Not Provided,158540.05,158540.05,2011
1633,36,138878.88,0,19659.29,Not Provided,158538.17,158538.17,2011
1634,137,152503.34,0,6000,Not Provided,158503.34,158503.34,2011
1635,57,110242.88,18490.87,29768.34,Not Provided,158502.09,158502.09,2011
1636,22,109942.38,26762.96,21773.14,Not Provided,158478.48,158478.48,2011
1637,25,134807.11,6504.52,17161.21,Not Provided,158472.84,158472.84,2011
1638,22,105934.64,34395.53,18109.28,Not Provided,158439.45,158439.45,2011
1639,129,127431.51,5274.72,25711.65,Not Provided,158417.88,158417.88,2011
1640,91,153334.65,1115.44,3964.43,Not Provided,158414.52,158414.52,2011
1641,80,130505.21,15958.09,11938.69,Not Provided,158401.99,158401.99,2011
1642,22,105934.65,41627.96,10798.05,Not Provided,158360.66,158360.66,2011
1643,26,117646.08,26028.61,14684.31,Not Provided,158359,158359,2011
1644,22,105934.65,33215.27,19207.94,Not Provided,158357.86,158357.86,2011
1645,84,100281.13,46751.33,11314.12,Not Provided,158346.58,158346.58,2011
1646,49,143947.09,0,14394.88,Not Provided,158341.97,158341.97,2011
1647,47,130481.54,8118.33,19741.7,Not Provided,158341.57,158341.57,2011
1648,50,77287.11,73972.5,7066.14,Not Provided,158325.75,158325.75,2011
1649,77,153323.83,0,5000,Not Provided,158323.83,158323.83,2011
1650,91,144789.7,3970.94,9549.36,Not Provided,158310,158310,2011
1651,49,150504.25,0,7799.52,Not Provided,158303.77,158303.77,2011
1652,40,117283.23,19660.76,21357.48,Not Provided,158301.47,158301.47,2011
1653,128,127677.56,0,30618.05,Not Provided,158295.61,158295.61,2011
1654,33,122404.99,19808.82,16080.38,Not Provided,158294.19,158294.19,2011
1655,89,128123.98,16580.06,13576.49,Not Provided,158280.53,158280.53,2011
1656,50,77580.4,70959.92,9655,Not Provided,158195.32,158195.32,2011
1657,47,130481.52,5904.92,21771.14,Not Provided,158157.58,158157.58,2011
1658,18,9867.93,62600.83,85688.69,Not Provided,158157.45,158157.45,2011
1659,25,123105,19596.2,15427.61,Not Provided,158128.81,158128.81,2011
1660,22,105934.68,31760.54,20405.88,Not Provided,158101.1,158101.1,2011
1661,40,112421.42,29602.86,16055.79,Not Provided,158080.07,158080.07,2011
1662,91,156391.44,115.76,1563.26,Not Provided,158070.46,158070.46,2011
1663,47,130481.52,11076.92,16484.82,Not Provided,158043.26,158043.26,2011
1664,40,112401.07,10419.37,35194.21,Not Provided,158014.65,158014.65,2011
1665,21,149050.75,4606.55,4337.7,Not Provided,157995,157995,2011
1666,40,112421.44,40569.1,5001.12,Not Provided,157991.66,157991.66,2011
1667,121,107144.76,708.76,50097.98,Not Provided,157951.5,157951.5,2011
1668,129,123240,8532,26177.8,Not Provided,157949.8,157949.8,2011
1669,35,90094.21,67042.02,802.15,Not Provided,157938.38,157938.38,2011
1670,72,98906.26,48063.88,10951.64,Not Provided,157921.78,157921.78,2011
1671,129,126617.7,5274.72,26027.77,Not Provided,157920.19,157920.19,2011
1672,110,145891.45,0,12000,Not Provided,157891.45,157891.45,2011
1673,25,123105,20476.95,14306.83,Not Provided,157888.78,157888.78,2011
1674,40,112421.46,39857.76,5599.91,Not Provided,157879.13,157879.13,2011
1675,25,123105.02,18285.6,16464.73,Not Provided,157855.35,157855.35,2011
1676,22,102578.76,38973.14,16247.86,Not Provided,157799.76,157799.76,2011
1677,18,130466.78,12451.87,14876.12,Not Provided,157794.77,157794.77,2011
1678,35,90094.2,58352.5,9327.46,Not Provided,157774.16,157774.16,2011
1679,88,157714.54,0,0,Not Provided,157714.54,157714.54,2011
1680,85,157709.99,0,0,Not Provided,157709.99,157709.99,2011
1681,40,117303.66,18969.48,21404.66,Not Provided,157677.8,157677.8,2011
1682,79,71499.38,78531.85,7645.74,Not Provided,157676.97,157676.97,2011
1683,129,120396,15250.95,22028.13,Not Provided,157675.08,157675.08,2011
1684,21,149024.01,4810.65,3804.31,Not Provided,157638.97,157638.97,2011
1685,88,157633.02,0,0,Not Provided,157633.02,157633.02,2011
1686,22,105934.65,43665.13,8006.75,Not Provided,157606.53,157606.53,2011
1687,22,96546.12,45646.93,15405.66,Not Provided,157598.71,157598.71,2011
1688,33,122405,24259.03,10924.78,Not Provided,157588.81,157588.81,2011
1689,34,157539.97,0,0,Not Provided,157539.97,157539.97,2011
1690,22,105934.65,34095.34,17501.99,Not Provided,157531.98,157531.98,2011
1691,40,112380.71,21066.33,24057.29,Not Provided,157504.33,157504.33,2011
1692,35,88062,59854.97,9583.63,Not Provided,157500.6,157500.6,2011
1693,40,112421.45,10897.55,34166.22,Not Provided,157485.22,157485.22,2011
1694,25,123105.03,15273.94,19083.6,Not Provided,157462.57,157462.57,2011
1695,22,105934.68,34728.66,16781.42,Not Provided,157444.76,157444.76,2011
1696,25,122665.5,26190.06,8580.32,Not Provided,157435.88,157435.88,2011
1697,22,105934.68,36641.91,14854.46,Not Provided,157431.05,157431.05,2011
1698,33,122405,20368.79,14654.72,Not Provided,157428.51,157428.51,2011
1699,57,108058.92,4364.6,45001.52,Not Provided,157425.04,157425.04,2011
1700,13,140546.88,0,16827.88,Not Provided,157374.76,157374.76,2011
1701,138,148448.51,0,8907.44,Not Provided,157355.95,157355.95,2011
1702,33,122404.98,17983.07,16925.21,Not Provided,157313.26,157313.26,2011
1703,25,123104.99,18609.57,15549.02,Not Provided,157263.58,157263.58,2011
